iter	Logloss
0	0.6153742083
1	0.5476319137
2	0.4911769279
3	0.4459813373
4	0.4024202178
5	0.361206915
6	0.3225486014
7	0.2976604821
8	0.2736703614
9	0.2533790121
10	0.2344464227
11	0.2156500749
12	0.2030129565
13	0.1897358992
14	0.1786047124
15	0.1672377194
16	0.158035142
17	0.1481181839
18	0.1403388667
19	0.1324102246
20	0.1258228064
21	0.1202265244
22	0.1144147381
23	0.1090426978
24	0.1031470464
25	0.09858820538
26	0.09364977425
27	0.08942142519
28	0.08522141969
29	0.08195210214
30	0.07892801752
31	0.07710271245
32	0.07436568133
33	0.07183539324
34	0.06914555284
35	0.06688075724
36	0.06512746034
37	0.06176574243
38	0.05947344152
39	0.05771404081
40	0.05631731612
41	0.05431949571
42	0.05283961558
43	0.05100999425
44	0.04923687454
45	0.04811816271
46	0.04653961231
47	0.04521538301
48	0.04389215649
49	0.04277326069
50	0.04142458145
51	0.04019161843
52	0.03920570003
53	0.03818821083
54	0.03715403137
55	0.03637164918
56	0.03553479496
57	0.03463031381
58	0.03359589077
59	0.0329172926
60	0.0321294176
61	0.03136304817
62	0.03074103862
63	0.02995350345
64	0.02932011614
65	0.02874318038
66	0.02803394891
67	0.02734274348
68	0.02657169276
69	0.02608738638
70	0.02547634488
71	0.02492589093
72	0.02453994784
73	0.02393321284
74	0.02353030713
75	0.02315963174
76	0.02261650019
77	0.02216529195
78	0.02169236842
79	0.02128510111
80	0.02094454362
81	0.02065796592
82	0.02022215291
83	0.01986414366
84	0.01952966562
85	0.01924189717
86	0.01892245761
87	0.01868133879
88	0.01832430836
89	0.01800483841
90	0.0177342598
91	0.01754000096
92	0.01721412223
93	0.01695323159
94	0.01672487988
95	0.01645428129
96	0.01621146391
97	0.0159243878
98	0.01568017945
99	0.01545411054
100	0.01521219579
101	0.01495527373
102	0.01478926244
103	0.01461141598
104	0.01440012548
105	0.01414027587
106	0.01393584278
107	0.01366248568
108	0.01347083379
109	0.01321575136
110	0.01300672624
111	0.01278208464
112	0.01261584118
113	0.01242707061
114	0.01221103234
115	0.01203047053
116	0.01192868828
117	0.01178692347
118	0.01162245192
119	0.01145797001
120	0.01131897387
121	0.0111660468
122	0.01092856124
123	0.01080039327
124	0.01062782566
125	0.01043378006
126	0.01025727797
127	0.01011152238
128	0.009982190806
129	0.009860626018
130	0.009742058489
131	0.009632532954
132	0.009499417951
133	0.009375944371
134	0.009277190928
135	0.009167697596
136	0.009025714472
137	0.008933352098
138	0.008817821029
139	0.008714179699
140	0.008607114422
141	0.008504616268
142	0.008377204337
143	0.008277967793
144	0.008193771115
145	0.008086283568
146	0.007969477199
147	0.007889042789
148	0.007810143139
149	0.007725110716
150	0.007660400464
151	0.007566314497
152	0.007465446425
153	0.007372246907
154	0.007274982518
155	0.007195610625
156	0.007113244171
157	0.007062135516
158	0.006999282332
159	0.006937561347
160	0.006862720243
161	0.0067870125
162	0.006724751672
163	0.006656743231
164	0.006599757676
165	0.00653960994
166	0.006470523199
167	0.006411949592
168	0.006356413026
169	0.006299766023
170	0.006239215221
171	0.006182923916
172	0.006122786552
173	0.006056793225
174	0.006013264582
175	0.005948803077
176	0.005890711783
177	0.005818488012
178	0.005762464808
179	0.005713573062
180	0.005673738563
181	0.005624445554
182	0.005569187787
183	0.005525959882
184	0.005482477193
185	0.005434830022
186	0.005392319769
187	0.005338598991
188	0.005274383178
189	0.005230343981
190	0.005197291306
191	0.005155690758
192	0.005111690132
193	0.005066932564
194	0.005014461224
195	0.004976388303
196	0.004940759135
197	0.004903676585
198	0.004866608028
199	0.004827662299
200	0.004775177082
201	0.00473335788
202	0.004694804551
203	0.004659104506
204	0.004623760172
205	0.004582400976
206	0.004535129126
207	0.004501052988
208	0.004461871862
209	0.004433212827
210	0.004390373604
211	0.004348531048
212	0.004312001051
213	0.004271790111
214	0.00423788514
215	0.004206997622
